"","ID","Biome","State","Latitude","Lat_group","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time","Lat_grouple","growth"
"2840","APR 557","Amazon","Amazonas",-3.028,"1","APR",38,"A","20","M",1,2.971,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,6,26,"Low latitude",0.0473434172382813
"2842","APR 559","Amazon","Amazonas",-3.028,"1","APR",38,"A","20","M",1,2.901,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,7,19,"Low latitude",0.0665659690712042
"2843","APR 560","Amazon","Amazonas",-3.028,"1","APR",38,"A","20","M",1,2.676,20,NA,NA,24,NA,1,0.041666667,0.05,4,0.25,NA,5,24,"Low latitude",0.0492161571132991
"2844","APR 561","Amazon","Amazonas",-3.028,"1","APR",38,"A","20","F",0,2.65,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,6,24,"Low latitude",0.0464076019046729
"2845","APR 562","Amazon","Amazonas",-3.028,"1","APR",38,"A","20","F",0,2.705,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,5,25,"Low latitude",0.0452319051044748
"2846","APR 563","Amazon","Amazonas",-3.028,"1","APR",38,"A","20","M",1,2.911,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,5,26,"Low latitude",0.0464563767288472
"2847","APR 564","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","M",1,2.77,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,3,14,"Low latitude",0.0849039433499373
"2848","APR 565","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","F",0,2.556,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,3,15,"Low latitude",0.0670316811796635
"2849","APR 566","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","M",1,2.523,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,3,17,"Low latitude",0.0578405418536825
"2850","APR 567","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","F",0,2.459,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0562346727021285
"2852","APR 569","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","F",0,2.397,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0624441396751605
"2853","APR 570","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","M",1,2.477,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0647891536076587
"2854","APR 571","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","M",1,2.572,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",0.0590427378984608
"2855","APR 572","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","M",1,2.823,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,4,20,"Low latitude",0.0576555638484085
"2856","APR 573","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","F",0,2.723,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,4,22,"Low latitude",0.0500867106845811
"2857","APR 574","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","F",0,2.48,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0648756114412065
"2858","APR 575","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","M",1,2.529,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0662731405491306
"2859","APR 576","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","F",0,2.431,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,4,17,"Low latitude",0.0592201796889324
"2860","APR 577","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","F",0,2.565,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",0.0588724049139208
"2861","APR 578","Amazon","Amazonas",-3.028,"1","APR",38,"B","24","M",1,2.698,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Low latitude",0.0522374083045034
"2862","APR 579","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.613,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,3,13,"Low latitude",0.0800415822115396
"2863","APR 580","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.49,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Low latitude",0.0760235592063847
"2864","APR 581","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.834,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.0744063672334635
"2865","APR 582","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.745,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Low latitude",0.0631113171850934
"2867","APR 584","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.52,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Low latitude",0.0770215751269443
"2868","APR 585","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","F",0,2.626,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0742662904523542
"2869","APR 586","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","F",0,2.606,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0736781906694349
"2870","APR 587","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.422,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0552871028206813
"2872","APR 589","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.514,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Low latitude",0.076822925847338
"2873","APR 590","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","M",1,2.402,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Low latitude",0.0730251436381493
"2874","APR 591","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","F",0,2.426,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,2,14,"Low latitude",0.0681726008093737
"2875","APR 592","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","F",0,2.655,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0610277909183689
"2876","APR 593","Amazon","Amazonas",-3.028,"1","APR",38,"C","28","F",0,2.554,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0586037973506467
"2877","APR 594","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","M",1,2.931,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,7,19,"Low latitude",0.0672089788580472
"2878","APR 595","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","F",0,2.869,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,7,19,"Low latitude",0.0658727210624517
"2879","APR 596","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","F",0,2.836,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,7,23,"Low latitude",0.052119730433494
"2881","APR 599","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","M",1,NA,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,7,19,"Low latitude",NA
"2882","APR 600","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","F",0,2.719,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,7,19,"Low latitude",0.0588390685676667
"2883","APR 601","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","M",1,2.939,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,7,21,"Low latitude",0.0598927437464878
"2886","APR 604","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","M",1,2.823,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,6,19,"Low latitude",0.0648625093294595
"2887","APR 605","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","F",0,2.685,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,5,21,"Low latitude",0.0548711515533793
"2888","APR 606","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","M",1,2.827,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,6,24,"Low latitude",0.0494864799386406
"2889","APR 607","Amazon","Amazonas",-3.028,"1","APR",40,"A","20","M",1,2.999,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,6,26,"Low latitude",0.0477512565116031
"2890","APR 609","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.496,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",0.0571680906566988
"2891","APR 610","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","M",1,2.585,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0558662063506113
"2892","APR 611","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","M",1,2.571,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",0.0555467604872796
"2893","APR 612","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.38,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,4,18,"Low latitude",0.051005911040199
"2894","APR 613","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","M",1,2.788,19,NA,NA,20,NA,1,0.05,0.052631579,1,1,NA,5,20,"Low latitude",0.0539644469946462
"2895","APR 614","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.354,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.0611511434884346
"2897","APR 616","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.475,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,3,18,"Low latitude",0.0533082585894502
"2898","APR 617","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","M",1,2.534,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0546940636411145
"2899","APR 618","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.614,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Low latitude",0.0505727165895805
"2900","APR 619","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","M",1,2.625,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",0.0603175560027242
"2901","APR 620","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.715,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,4,19,"Low latitude",0.0587524678462293
"2902","APR 621","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.52,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Low latitude",0.0513477167512962
"2903","APR 622","Amazon","Amazonas",-3.028,"1","APR",40,"B","24","F",0,2.471,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,3,23,"Low latitude",0.0430772822384035
"2905","APR 624","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","F",0,2.327,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,3,14,"Low latitude",0.0649676834092427
"2906","APR 625","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.5,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0654493379910111
"2907","APR 626","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","F",0,2.26,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,2,16,"Low latitude",0.0543576542189463
"2908","APR 627","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.673,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0614500898222989
"2909","APR 628","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","F",0,2.545,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0583831656251554
"2910","APR 629","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","F",0,NA,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",NA
"2911","APR 630","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","F",0,2.428,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0633619909426608
"2912","APR 631","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.506,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Low latitude",0.0612458570982584
"2913","APR 632","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","F",0,2.672,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.06142670347965
"2914","APR 633","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.676,18,NA,NA,19,NA,1,0.052631579,0.055555556,1,1,NA,2,19,"Low latitude",0.0546846190147768
"2915","APR 634","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.466,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,1,16,"Low latitude",0.064471243195868
"2916","APR 635","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.447,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0639187703186096
"2917","APR 636","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.446,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0559033773290613
"2918","APR 637","Amazon","Amazonas",-3.028,"1","APR",40,"C","28","M",1,2.533,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0580877731887211
"2920","APR 639","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.766,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,5,19,"Low latitude",0.0598471901907392
"2921","APR 640","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.733,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,4,19,"Low latitude",0.0591411709968195
"2922","APR 641","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.646,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,5,19,"Low latitude",0.0572381803348685
"2923","APR 642","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.812,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,5,23,"Low latitude",0.0516947986974209
"2924","APR 643","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.979,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,5,25,"Low latitude",0.0496176215332339
"2925","APR 644","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.618,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",0.0534672593048727
"2926","APR 645","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","M",1,NA,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",NA
"2927","APR 646","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.541,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,4,22,"Low latitude",0.0490819844388435
"2928","APR 647","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.769,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Low latitude",0.0509243122094412
"2929","APR 648","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","M",1,2.916,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Low latitude",0.0535106407073206
"2930","APR 649","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","M",1,2.787,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,4,20,"Low latitude",0.0602921028529301
"2931","APR 650","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","M",1,2.788,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Low latitude",0.0603132054646046
"2932","APR 651","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","F",0,2.713,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,4,20,"Low latitude",0.055447501870933
"2933","APR 652","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","M",1,2.821,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Low latitude",0.05761619066777
"2934","APR 653","Amazon","Amazonas",-3.028,"1","APR",44,"A","20","M",1,2.885,24,NA,NA,27,NA,1,0.037037037,0.041666667,3,0.333333333,NA,7,27,"Low latitude",0.0441468708316693
"2935","APR 654","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","M",1,2.681,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,3,15,"Low latitude",0.0758607584041402
"2936","APR 655","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","M",1,2.494,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Low latitude",0.0609258564838563
"2937","APR 656","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","F",0,2.479,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0567409533158158
"2938","APR 657","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","F",0,2.66,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,3,18,"Low latitude",0.0575485954584475
"2939","APR 658","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","F",0,2.648,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,2,21,"Low latitude",0.0541002576708201
"2940","APR 659","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","F",0,2.508,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,3,17,"Low latitude",0.0574678514231671
"2941","APR 660","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","F",0,NA,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",NA
"2942","APR 661","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","M",1,2.774,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,1,19,"Low latitude",0.0600170777583906
"2943","APR 662","Amazon","Amazonas",-3.028,"1","APR",44,"B","24","M",1,2.788,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Low latitude",0.0539644469946462
"2945","APR 664","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","M",1,2.643,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0747626642786271
"2946","APR 665","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","F",0,2.631,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0690974287184397
"2947","APR 666","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","F",0,2.635,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0692059415709518
"2948","APR 667","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","F",0,2.487,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,2,15,"Low latitude",0.0650769403443763
"2949","APR 668","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","F",0,2.61,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,3,16,"Low latitude",0.0639566814223068
"2950","APR 670","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","F",0,2.547,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,3,14,"Low latitude",0.0719166304613323
"2951","APR 671","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","F",0,2.548,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0719468259776859
"2952","APR 672","Amazon","Amazonas",-3.028,"1","APR",44,"C","28","F",0,2.455,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.064151911517606
"2954","APR 674","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","M",1,2.612,16,NA,NA,19,NA,1,0.052631579,0.0625,3,0.333333333,NA,5,19,"Low latitude",0.0600072632133865
"2955","APR 675","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.759,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,6,20,"Low latitude",0.0596981350138323
"2956","APR 676","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.773,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,6,20,"Low latitude",0.0599958686255083
"2957","APR 677","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.82,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,5,21,"Low latitude",0.0575964936083346
"2958","APR 678","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.898,20,NA,NA,24,NA,1,0.041666667,0.05,4,0.25,NA,6,24,"Low latitude",0.0532010421949245
"2959","APR 679","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.754,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,6,19,"Low latitude",0.0595914353121449
"2960","APR 680","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","M",1,2.713,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0587091196280468
"2961","APR 681","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.794,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Low latitude",0.0604396624020453
"2963","APR 684","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","M",1,2.722,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,6,20,"Low latitude",0.0589039355428985
"2964","APR 685","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.816,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,7,19,"Low latitude",0.0609010257821056
"2965","APR 686","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","F",0,2.808,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,5,23,"Low latitude",0.0516236243081782
"2966","APR 687","Amazon","Amazonas",-3.028,"1","APR",6,"A","20","M",1,2.833,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,3,24,"Low latitude",0.0495874390880181
"2968","APR 689","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.586,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.067865162882119
"2969","APR 690","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.624,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Low latitude",0.0643133247387895
"2970","APR 691","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.531,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Low latitude",0.0619076321041991
"2971","APR 692","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.552,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,3,21,"Low latitude",0.052048742526808
"2972","APR 693","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.418,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,4,22,"Low latitude",0.0441470376096301
"2973","APR 694","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.445,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Low latitude",0.0638603659233454
"2974","APR 695","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.452,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",0.0560565011296228
"2975","APR 696","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.486,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Low latitude",0.0535691172405011
"2977","APR 698","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.648,22,NA,NA,23,NA,1,0.043478261,0.045454545,1,1,NA,5,23,"Low latitude",0.0442638471852164
"2978","APR 699","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.45,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,3,17,"Low latitude",0.059739201637109
"2979","APR 700","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","M",1,NA,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Low latitude",NA
"2980","APR 701","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","F",0,2.546,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0549719705961891
"2981","APR 702","Amazon","Amazonas",-3.028,"1","APR",6,"B","24","M",1,2.831,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,3,21,"Low latitude",0.0578127781183201
"2983","APR 704","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","F",0,2.511,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.0708216215519575
"2984","APR 705","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.559,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Low latitude",0.0626411038118435
"2985","APR 706","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.523,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,2,17,"Low latitude",0.0616965779772614
"2986","APR 707","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.709,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Low latitude",0.0622862226939349
"2987","APR 708","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.802,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Low latitude",0.0606078498773421
"2988","APR 709","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","F",0,2.319,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Low latitude",0.064702773713338
"2989","APR 710","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.571,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Low latitude",0.0674496377345537
"2990","APR 711","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,NA,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,1,18,"Low latitude",NA
"2991","APR 712","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","M",1,2.766,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Low latitude",0.0565223462912537
"2992","APR 713","Amazon","Amazonas",-3.028,"1","APR",6,"C","28","F",0,2.553,18,NA,NA,19,NA,1,0.052631579,0.055555556,1,1,NA,2,19,"Low latitude",0.0520705076810748
